results/ece587_project_gcc_gshare_128KB.txt:sim_num_insn               10000002 # total number of instructions committed
results/ece587_project_gcc_gshare_16KB.txt:sim_num_insn               10000002 # total number of instructions committed
results/ece587_project_gcc_gshare_1MB.txt:sim_num_insn               10000002 # total number of instructions committed
results/ece587_project_gcc_gshare_256KB.txt:sim_num_insn               10000002 # total number of instructions committed
results/ece587_project_gcc_gshare_32KB.txt:sim_num_insn               10000002 # total number of instructions committed
results/ece587_project_gcc_gshare_512KB.txt:sim_num_insn               10000002 # total number of instructions committed
results/ece587_project_gcc_gshare_64KB.txt:sim_num_insn               10000002 # total number of instructions committed
results/ece587_project_go_gshare_128KB.txt:sim_num_insn               10000000 # total number of instructions committed
results/ece587_project_go_gshare_16KB.txt:sim_num_insn               10000000 # total number of instructions committed
results/ece587_project_go_gshare_1MB.txt:sim_num_insn               10000000 # total number of instructions committed
results/ece587_project_go_gshare_256KB.txt:sim_num_insn               10000000 # total number of instructions committed
results/ece587_project_go_gshare_32KB.txt:sim_num_insn               10000000 # total number of instructions committed
results/ece587_project_go_gshare_512KB.txt:sim_num_insn               10000000 # total number of instructions committed
results/ece587_project_go_gshare_64KB.txt:sim_num_insn               10000000 # total number of instructions committed
results/ece587_project_ijpeg_gshare_128KB.txt:sim_num_insn               10000002 # total number of instructions committed
results/ece587_project_ijpeg_gshare_16KB.txt:sim_num_insn               10000002 # total number of instructions committed
results/ece587_project_ijpeg_gshare_1MB.txt:sim_num_insn               10000002 # total number of instructions committed
results/ece587_project_ijpeg_gshare_256KB.txt:sim_num_insn               10000002 # total number of instructions committed
results/ece587_project_ijpeg_gshare_32KB.txt:sim_num_insn               10000002 # total number of instructions committed
results/ece587_project_ijpeg_gshare_512KB.txt:sim_num_insn               10000002 # total number of instructions committed
results/ece587_project_ijpeg_gshare_64KB.txt:sim_num_insn               10000002 # total number of instructions committed
results/ece587_project_li_gshare_128KB.txt:sim_num_insn               10000002 # total number of instructions committed
results/ece587_project_li_gshare_16KB.txt:sim_num_insn               10000002 # total number of instructions committed
results/ece587_project_li_gshare_1MB.txt:sim_num_insn               10000002 # total number of instructions committed
results/ece587_project_li_gshare_256KB.txt:sim_num_insn               10000002 # total number of instructions committed
results/ece587_project_li_gshare_32KB.txt:sim_num_insn               10000002 # total number of instructions committed
results/ece587_project_li_gshare_512KB.txt:sim_num_insn               10000002 # total number of instructions committed
results/ece587_project_li_gshare_64KB.txt:sim_num_insn               10000002 # total number of instructions committed
results/ece587_project_m88ksim_gshare_128KB.txt:sim_num_insn                      0 # total number of instructions committed
results/ece587_project_m88ksim_gshare_16KB.txt:sim_num_insn                      0 # total number of instructions committed
results/ece587_project_m88ksim_gshare_1MB.txt:sim_num_insn                      0 # total number of instructions committed
results/ece587_project_m88ksim_gshare_256KB.txt:sim_num_insn                      0 # total number of instructions committed
results/ece587_project_m88ksim_gshare_32KB.txt:sim_num_insn                      0 # total number of instructions committed
results/ece587_project_m88ksim_gshare_512KB.txt:sim_num_insn                      0 # total number of instructions committed
results/ece587_project_m88ksim_gshare_64KB.txt:sim_num_insn                      0 # total number of instructions committed
results/ece587_project_perl_gshare_128KB.txt:sim_num_insn               10000002 # total number of instructions committed
results/ece587_project_perl_gshare_16KB.txt:sim_num_insn               10000002 # total number of instructions committed
results/ece587_project_perl_gshare_1MB.txt:sim_num_insn               10000002 # total number of instructions committed
results/ece587_project_perl_gshare_256KB.txt:sim_num_insn               10000002 # total number of instructions committed
results/ece587_project_perl_gshare_32KB.txt:sim_num_insn               10000002 # total number of instructions committed
results/ece587_project_perl_gshare_512KB.txt:sim_num_insn               10000002 # total number of instructions committed
results/ece587_project_perl_gshare_64KB.txt:sim_num_insn               10000002 # total number of instructions committed
results/ece587_project_vortex_gshare_128KB.txt:sim_num_insn                      0 # total number of instructions committed
results/ece587_project_vortex_gshare_16KB.txt:sim_num_insn                      0 # total number of instructions committed
results/ece587_project_vortex_gshare_1MB.txt:sim_num_insn                      0 # total number of instructions committed
results/ece587_project_vortex_gshare_256KB.txt:sim_num_insn                      0 # total number of instructions committed
results/ece587_project_vortex_gshare_32KB.txt:sim_num_insn                      0 # total number of instructions committed
results/ece587_project_vortex_gshare_512KB.txt:sim_num_insn                      0 # total number of instructions committed
results/ece587_project_vortex_gshare_64KB.txt:sim_num_insn                      0 # total number of instructions committed
